"ELF Code","Country of formation","Country Code (ISO 3166-1)","Jurisdiction of formation","Country sub-division code (ISO 3166-2)","Entity Legal Form name Local name","Language","Language Code (ISO 639-1)","Entity Legal Form name Transliterated name (per ISO 01-140-10)","Abbreviations Local language","Abbreviations transliterated","Date created YYYY-MM-DD (ISO 8601)","ELF Status ACTV/INAC","Modification","Modification date YYYY-MM-DD (ISO 8601)","Reason"
"XJOT","Switzerland","CH","","","Investmentgesellschaft mit variablem Kapital (SICAV)","German","de","Investmentgesellschaft mit variablem Kapital (SICAV)","","","2017-11-30","ACTV","","",""
"XJOT","Switzerland","CH","","","Società di investimento a capitale variabile (SICAV)","Italian","it","Società di investimento a capitale variabile (SICAV)","","","2017-11-30","ACTV","","",""
"YRGM","Switzerland","CH","","","District administration","English","en","District administration","District administration","","2017-11-30","ACTV","","",""
"YRGM","Switzerland","CH","","","Administration du district","French","fr","Administration du district","District","","2017-11-30","ACTV","","",""
"YRGM","Switzerland","CH","","","Verwaltung des Bezirks","German","de","Verwaltung des Bezirks","Bezirk","","2017-11-30","ACTV","","",""
"YRGM","Switzerland","CH","","","Amministrazione del distretto","Italian","it","Amministrazione del distretto","Distretto","","2017-11-30","ACTV","","",""
"UZUP","Tonga","TO","","","Local Company","English","en","Local Company","","","2020-06-10","ACTV","","",""
"ZQEN","Tonga","TO","","","Overseas Company","English","en","Overseas Company","","","2020-06-10","ACTV","","",""
"AF67","Tunisia","TN","","","Société unipersonnelle à responsabilité limitée","French","fr","Société unipersonnelle à responsabilité limitée","SUARL","","2021-09-23","ACTV","","",""
"F502","Tunisia","TN","","","Entreprise individuelle","French","fr","Entreprise individuelle","","","2021-09-23","ACTV","","",""
"WSE1","Tunisia","TN","","","Société à responsabilité limitée","French","fr","Société à responsabilité limitée","SARL","","2021-09-23","ACTV","","",""
"YVSL","Tunisia","TN","","","Société anonyme","French","fr","Société anonyme","SA","","2021-09-23","ACTV","","",""
"5T3H","Turkey","TR","","","Fonlar","Turkish","tr","Fonlar","","","2019-07-05","ACTV","","",""
"JMQU","Turkey","TR","","","kollektif şirket","Turkish","tr","kollektif şirket","Koll.Şti.","","2017-11-30","ACTV","","",""
"ONVA","Turkey","TR","","","komandit şirket","Turkish","tr","komandit şirket","Kom.Şti","","2017-11-30","ACTV","","",""
"R5UT","Turkey","TR","","","limited şirket","Turkish","tr","limited şirket","Ltd. Şti.","","2017-11-30","ACTV","","",""
"W2SQ","Turkey","TR","","","anonim şirket","Turkish","tr","anonim şirket","A.Ş.","","2017-11-30","ACTV","","",""
"F8VX","United Arab Emirates","AE","","","Joint Liability Company","English","en","Joint Liability Company","","","2019-07-05","ACTV","","",""
"JGNU","United Arab Emirates","AE","","","Public Joint Stock Company","English","en","Public Joint Stock Company","","","2019-07-05","ACTV","","",""
"LOL8","United Arab Emirates","AE","","","Simple Commandite Company","English","en","Simple Commandite Company","","","2019-07-05","ACTV","","",""
"MV4S","United Arab Emirates","AE","","","Sole Proprietor","English","en","Sole Proprietor","","","2020-06-10","ACTV","","",""
"RWVW","United Arab Emirates","AE","","","Limited Liability Company","English","en","Limited Liability Company","","","2019-07-05","ACTV","","",""
"WR09","United Arab Emirates","AE","","","Private Joint Stock Company","English","en","Private Joint Stock Company","","","2019-07-05","ACTV","","",""
"4VPM","United Arab Emirates","AE","Abu Dhabi","AE-AZ","Incorporated Cell","English","en","Incorporated Cell","","","2020-06-10","ACTV","","","only to be used for entities incorporated under the regulations of the Abu Dhabi Global Market (ADGM)"
"6H9F","United Arab Emirates","AE","Abu Dhabi","AE-AZ","Open Ended Investment Company","English","en","Open Ended Investment Company","","","2020-06-10","ACTV","","","only to be used for entities incorporated under the regulations of the Abu Dhabi Global Market (ADGM)"
"9I58","United Arab Emirates","AE","Abu Dhabi","AE-AZ","Private Company Unlimited without Shares","English","en","Private Company Unlimited without Shares","","","2020-06-10","ACTV","","","only to be used for entities incorporated under the regulations of the Abu Dhabi Global Market (ADGM)"
"9U6F","United Arab Emirates","AE","Abu Dhabi","AE-AZ","Limited Liability Partnership","English","en","Limited Liability Partnership","","","2020-06-10","ACTV","","","only to be used for entities incorporated under the regulations of the Abu Dhabi Global Market (ADGM)"
"B13W","United Arab Emirates","AE","Abu Dhabi","AE-AZ","Restricted Scope Company","English","en","Restricted Scope Company","","","2020-06-10","ACTV","","","only to be used for entities incorporated under the regulations of the Abu Dhabi Global Market (ADGM)"
"FE4G","United Arab Emirates","AE","Abu Dhabi","AE-AZ","Protected Cell Company","English","en","Protected Cell Company","","","2020-06-10","ACTV","","","only to be used for entities incorporated under the regulations of the Abu Dhabi Global Market (ADGM)"
"GU5E","United Arab Emirates","AE","Abu Dhabi","AE-AZ","Public Company Limited by Shares","English","en","Public Company Limited by Shares","","","2020-06-10","ACTV","","","only to be used for entities incorporated under the regulations of the Abu Dhabi Global Market (ADGM)"
"H8MU","United Arab Emirates","AE","Abu Dhabi","AE-AZ","Limited Partnership","English","en","Limited Partnership","","","2020-06-10","ACTV","","","only to be used for entities incorporated under the regulations of the Abu Dhabi Global Market (ADGM)"
"HECG","United Arab Emirates","AE","Abu Dhabi","AE-AZ","General Partnership","English","en","General Partnership","","","2020-06-10","ACTV","","","only to be used for entities incorporated under the regulations of the Abu Dhabi Global Market (ADGM)"
"KAEM","United Arab Emirates","AE","Abu Dhabi","AE-AZ","Private Company Unlimited with Shares","English","en","Private Company Unlimited with Shares","","","2020-06-10","ACTV","","","only to be used for entities incorporated under the regulations of the Abu Dhabi Global Market (ADGM)"
"LZ3H","United Arab Emirates","AE","Abu Dhabi","AE-AZ","Close Ended Investment Company","English","en","Close Ended Investment Company","","","2020-06-10","ACTV","","","only to be used for entities incorporated under the regulations of the Abu Dhabi Global Market (ADGM)"
"OSE2","United Arab Emirates","AE","Abu Dhabi","AE-AZ","Private Company Limited by Shares","English","en","Private Company Limited by Shares","","","2020-06-10","ACTV","","","only to be used for entities incorporated under the regulations of the Abu Dhabi Global Market (ADGM)"
"PNX6","United Arab Emirates","AE","Abu Dhabi","AE-AZ","Incorporated Cell Company","English","en","Incorporated Cell Company","","","2020-06-10","ACTV","","","only to be used for entities incorporated under the regulations of the Abu Dhabi Global Market (ADGM)"
"R2YL","United Arab Emirates","AE","Abu Dhabi","AE-AZ","Private Company Limited by Guarantee","English","en","Private Company Limited by Guarantee","","","2020-06-10","ACTV","","","only to be used for entities incorporated under the regulations of the Abu Dhabi Global Market (ADGM)"
"VKZD","United Arab Emirates","AE","Abu Dhabi","AE-AZ","Foundation","English","en","Foundation","","","2020-06-10","ACTV","","","only to be used for entities incorporated under the regulations of the Abu Dhabi Global Market (ADGM)"
"375P","United Arab Emirates","AE","Dubai","AE-DU","Foundation","English","en","Foundation","","","2020-06-10","ACTV","","","only to be used for entities incorporated under the regulations of the Dubai International Financial Centre (DIFC)"
"3P03","United Arab Emirates","AE","Dubai","AE-DU","Open Ended Investment Company","English","en","Open Ended Investment Company","","","2020-06-10","ACTV","","","only to be used for entities incorporated under the regulations of the Dubai International Financial Centre (DIFC)"
"46QC","United Arab Emirates","AE","Dubai","AE-DU","Public Company Limited by Shares","English","en","Public Company Limited by Shares","","","2020-06-10","ACTV","","","only to be used for entities incorporated under the regulations of the Dubai International Financial Centre (DIFC)"
"70EO","United Arab Emirates","AE","Dubai","AE-DU","Private Company Limited by Shares","English","en","Private Company Limited by Shares","","","2020-06-10","ACTV","","","only to be used for entities incorporated under the regulations of the Dubai International Financial Centre (DIFC)"
"AIR0","United Arab Emirates","AE","Dubai","AE-DU","Limited Partnership","English","en","Limited Partnership","","","2020-06-10","ACTV","","","only to be used for entities incorporated under the regulations of the Dubai International Financial Centre (DIFC)"
"F3UE","United Arab Emirates","AE","Dubai","AE-DU","General Partnership","English","en","General Partnership","","","2020-06-10","ACTV","","","only to be used for entities incorporated under the regulations of the Dubai International Financial Centre (DIFC)"
"RWX4","United Arab Emirates","AE","Dubai","AE-DU","Protected Cell Company","English","en","Protected Cell Company","","","2020-06-10","ACTV","","","only to be used for entities incorporated under the regulations of the Dubai International Financial Centre (DIFC)"
"V2PA","United Arab Emirates","AE","Dubai","AE-DU","Limited Liability Partnership","English","en","Limited Liability Partnership","","","2020-06-10","ACTV","","","only to be used for entities incorporated under the regulations of the Dubai International Financial Centre (DIFC)"
"VTIP","United Arab Emirates","AE","Dubai","AE-DU","Close Ended Investment Company","English","en","Close Ended Investment Company","","","2020-06-10","ACTV","","","only to be used for entities incorporated under the regulations of the Dubai International Financial Centre (DIFC)"
"35BX","United Arab Emirates","AE","Ras Al Khaimah","AE-RK","Intellectual Property Holding Company ","English","en","Intellectual Property Holding Company ","","","2020-06-10","INAC","deletion","2021-09-23","not a separate legal entity form"
"FHRL","United Arab Emirates","AE","Ras Al Khaimah","AE-RK","Segregated Portfolio Company","English","en","Segregated Portfolio Company","","","2020-06-10","ACTV","","","only to be used for entities incorporated under the regulations of the RAK International Corporate Centre"
"GQ8F","United Arab Emirates","AE","Ras Al Khaimah","AE-RK","Company Limited By Guarantee","English","en","Company Limited By Guarantee","","","2020-06-10","ACTV","","","only to be used for entities incorporated under the regulations of the RAK International Corporate Centre"
"HNPH","United Arab Emirates","AE","Ras Al Khaimah","AE-RK","Restricted Purposes Company","English","en","Restricted Purposes Company","","","2020-06-10","ACTV","","","only to be used for entities incorporated under the regulations of the RAK International Corporate Centre"
"QJVN","United Arab Emirates","AE","Ras Al Khaimah","AE-RK","Company Limited By Shares","English","en","Company Limited By Shares","","","2020-06-10","ACTV","","","only to be used for entities incorporated under the regulations of the RAK International Corporate Centre"
"UAES","United Arab Emirates","AE","Ras Al Khaimah","AE-RK","RAK Economic Zone Company","English","en","RAK Economic Zone Company","FZ LLC","","2021-09-23","ACTV","","","only to be used for entities incorporated under the regulations of the RAK Economic Zone"
"Z3P8","United Arab Emirates","AE","Ras Al Khaimah","AE-RK","Unlimited Company","English","en","Unlimited Company","","","2020-06-10","ACTV","","","only to be used for entities incorporated under the regulations of the RAK International Corporate Centre"
